name,latitude,longitude,poi_type,category,district,state
Restoran Oversea,3.1445976,101.7134509,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
B,3.1459285999999995,101.7113737,subway_entrance,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Restoran Fong Lye,3.1447145,101.7135756,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Wellcome Pharmacy,3.1447868000000003,101.7136882,pharmacy,healthcare,WP Kuala Lumpur,W.P. Kuala Lumpur
Pure Mind Vegetarian Restaurant,3.1449100000000003,101.7138438,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Klinik Mediviron,3.1454879,101.7156246,clinic,healthcare,WP Kuala Lumpur,W.P. Kuala Lumpur
UOB,3.1451216,101.7120656,bank,other,WP Kuala Lumpur,W.P. Kuala Lumpur
DH Nyonya Cafe,3.1003925,101.63988229999998,cafe,food_drink,Petaling,Selangor
Restoran Gem,3.0945597,101.6513579,restaurant,food_drink,Petaling,Selangor
U Cafe,3.1450095999999994,101.7114796,cafe,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Starbucks,3.1447766,101.7115735,cafe,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Tealive,3.1453167000000004,101.7111404,cafe,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Stoked,3.1401482,101.6576488,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Tiki Taka,3.1396976,101.6573786,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Kenji,3.1398006999999994,101.6574403,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
La Risata,3.1399713999999994,101.6575375,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Butcher's Block,3.1400557999999994,101.65759649999998,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Mezze Bistro & Bar,3.1398537,101.6574737,pub,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Vintry,3.1399020000000006,101.657501,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Shell,3.1347971999999995,101.6723178,fuel,transport,WP Kuala Lumpur,W.P. Kuala Lumpur
Maybank,3.1326074,101.6722847,bank,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Public Bank,3.1314733999999995,101.67227160000002,bank,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1374466000000005,101.67305539999998,atm,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1374272,101.6730568,atm,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Bank Simpanan Nasional,3.0997563,101.6463715,bank,other,Petaling,Selangor
Mama Mia Restaurant & Bistro,3.100110499999999,101.64505680000002,restaurant,food_drink,Petaling,Selangor
Restoran Sri Karak,3.0996641,101.6453804,restaurant,food_drink,Petaling,Selangor
Ipoh Kopitiam,3.0987507999999995,101.6448708,restaurant,food_drink,Petaling,Selangor
Kak Dee,3.0989024,101.64576139999998,restaurant,food_drink,Petaling,Selangor
Restoran Rojak Subang,3.0989027,101.64603309999998,restaurant,food_drink,Petaling,Selangor
AmBank,3.1001102999999994,101.6449212,bank,other,Petaling,Selangor
APIIC Cosmetology Academy,3.0992527,101.6464779,college,education,Petaling,Selangor
Restoran Legend's Claypot Briyani House,3.0992415,101.6455434,restaurant,food_drink,Petaling,Selangor
Maybank,3.0466782,101.6891112,bank,other,WP Kuala Lumpur,W.P. Kuala Lumpur
CIMB Bank,3.0485885999999995,101.6805156,atm,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Maybank,3.0486692,101.679781,atm,other,WP Kuala Lumpur,W.P. Kuala Lumpur
TOC Automotive College,3.1145614,101.6277439,college,education,Petaling,Selangor
KK Super Mart,3.0580186,101.673828,convenience,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Shin Zushi,3.0599695,101.6731296,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Tadika MCA OUG,3.0734684,101.6711497,kindergarten,education,WP Kuala Lumpur,W.P. Kuala Lumpur
Starbucks,3.1112355,101.6323824,cafe,food_drink,Petaling,Selangor
Tadika Jack n Jill,3.1032635,101.6507047,kindergarten,education,Petaling,Selangor
Crystal Crown Hotel Petaling Jaya,3.1092442000000005,101.6432883,hotel,entertainment,Petaling,Selangor
Klinik Diagnostik Gasing MediAssist4U,3.0951752,101.65134569999998,clinic,healthcare,Petaling,Selangor
Gasing Store Lotus,3.0949154000000005,101.65135639999998,convenience,shopping,Petaling,Selangor
Kanna Curry House,3.0915033,101.64124449999998,restaurant,food_drink,Petaling,Selangor
Rajoos Curry House,3.0914337,101.6412418,restaurant,food_drink,Petaling,Selangor
Sri Ganapathi Mess (Lunch only),3.085546199999999,101.6484553,restaurant,food_drink,Petaling,Selangor
Gasing,3.1022687,101.6530535,restaurant,food_drink,Petaling,Selangor
Maharaj Rumah Warisan,3.0993962,101.65242139999998,restaurant,food_drink,Petaling,Selangor
Tadika Dar Der,3.0855656,101.6486476,kindergarten,education,Petaling,Selangor
Veng Soon,3.0861306,101.6463809,restaurant,food_drink,Petaling,Selangor
Kafe PJ Oldtown,3.0857047000000004,101.6523032,restaurant,food_drink,Petaling,Selangor
BHPetrol,3.1337929,101.67230709999998,fuel,transport,WP Kuala Lumpur,W.P. Kuala Lumpur
Lotteria,3.1575723999999994,101.6124514,fast_food,food_drink,Petaling,Selangor
Gin Rik Sha,3.1398405999999994,101.6574617,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Jake's,3.1399005,101.658078,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Victoria Station Medan Damansara,3.1397599,101.6579975,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Syed Bistro,3.1010276,101.641056,restaurant,food_drink,Petaling,Selangor
Daya X Ray Specialist Centre,3.1000819,101.6416548,doctors,other,Petaling,Selangor
KK Super Mart,3.1008613,101.64129509999998,convenience,shopping,Petaling,Selangor
Restoran Zone Eight,3.100091299999999,101.6411774,restaurant,food_drink,Petaling,Selangor
Restoran Sederhana,3.1016688,101.6401955,restaurant,food_drink,Petaling,Selangor
Sentrum Cafe and Bistro,3.1014023,101.6413517,cafe,food_drink,Petaling,Selangor
Restoran Jaya,3.1005961000000006,101.6411801,restaurant,food_drink,Petaling,Selangor
Restoran Uncle Gundu,3.1002001,101.64087589999998,restaurant,food_drink,Petaling,Selangor
Barumba,3.1004182,101.6410502,restaurant,food_drink,Petaling,Selangor
Klinik Medic Bestari,3.093920399999999,101.6692275,clinic,healthcare,WP Kuala Lumpur,W.P. Kuala Lumpur
Poliklinik Lourdes,3.1010727,101.6410061,clinic,healthcare,Petaling,Selangor
Restoran Imperial Garden,3.1043536999999994,101.64000529999998,restaurant,food_drink,Petaling,Selangor
McDonald's,3.1096151,101.6369707,fast_food,food_drink,Petaling,Selangor
Pizza Hut,3.1096921,101.6369585,restaurant,food_drink,Petaling,Selangor
KK Super Mart,3.1094755,101.6361942,convenience,shopping,Petaling,Selangor
Vie Onn,3.1099343999999998,101.6360408,convenience,shopping,Petaling,Selangor
RHB Bank,3.1092927,101.636742,bank,other,Petaling,Selangor
Poliklinik Ludher,3.1103060999999994,101.6356824,clinic,healthcare,Petaling,Selangor
Maybank,3.1100879,101.6364759,bank,other,Petaling,Selangor
Public Bank,3.1099452,101.6366994,bank,other,Petaling,Selangor
"Ali, Muthu & Ah Hock",3.1100173,101.6375482,restaurant,food_drink,Petaling,Selangor
Guardian,3.1096130000000004,101.6360763,pharmacy,healthcare,Petaling,Selangor
7-Eleven,3.1099060999999995,101.6357933,convenience,shopping,Petaling,Selangor
Jaya Grocer,3.1092693,101.6374196,supermarket,shopping,Petaling,Selangor
Circle K,3.1058187,101.6347884,convenience,shopping,Petaling,Selangor
PappaRich,3.1106543,101.6320968,restaurant,food_drink,Petaling,Selangor
Restoran Al Berkat Curry House,3.1104525999999995,101.6454075,restaurant,food_drink,Petaling,Selangor
Sparx,3.1109507999999995,101.6458581,pub,food_drink,Petaling,Selangor
Francis Bistro & Restaurant,3.1106562,101.6455925,restaurant,food_drink,Petaling,Selangor
Sree Ganesh,3.110999,101.6459064,restaurant,food_drink,Petaling,Selangor
99 Speedmart,3.110597199999999,101.6455469,supermarket,shopping,Petaling,Selangor
Java Love Coffee & Pastries,3.1107376,101.6456555,restaurant,food_drink,Petaling,Selangor
KK Super Mart,3.1105089,101.6454578,convenience,shopping,Petaling,Selangor
Restoran Mam Wah,3.1105602,101.6455025,restaurant,food_drink,Petaling,Selangor
Restoran Satellite,3.1110445,101.6459412,restaurant,food_drink,Petaling,Selangor
Chuan Lee,3.1102946,101.64528679999998,restaurant,food_drink,Petaling,Selangor
Maybank,3.1578252,101.61629739999998,atm,other,WP Kuala Lumpur,W.P. Kuala Lumpur
CIMB Bank,3.1578703,101.6162983,atm,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Hotel Singgahsana,3.1029684,101.6434177,hotel,entertainment,Petaling,Selangor
ITTAR Sekolah Hotel & Pelancongan,3.1026308999999994,101.6439798,college,education,Petaling,Selangor
Maybank,3.147846299999999,101.7111791,bank,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Klinik Pakar Jiwa Deva Dass,3.0986964999999995,101.6461983,clinic,healthcare,Petaling,Selangor
Feathair Hair Growth Center,3.1327165,101.6705982,clinic,healthcare,WP Kuala Lumpur,W.P. Kuala Lumpur
Waikiki Bar,3.1017451,101.6461367,bar,food_drink,Petaling,Selangor
Out Of Africa,3.1014531999999995,101.6463192,restaurant,food_drink,Petaling,Selangor
Hotel Royal,3.1453091,101.71233239999998,hotel,entertainment,WP Kuala Lumpur,W.P. Kuala Lumpur
7-Eleven,3.145338499999999,101.7125376,convenience,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Bintang Fairlane Residences,3.1450331999999994,101.7126797,hotel,entertainment,WP Kuala Lumpur,W.P. Kuala Lumpur
Pasar Mini Sri Paandi,3.1108377,101.6487306,convenience,shopping,Petaling,Selangor
Swee Huat Trading,3.1107986000000003,101.6486648,hardware,other,Petaling,Selangor
Foong Keow Bah Kut Teh,3.0559755,101.4743946,restaurant,food_drink,Klang,Selangor
Unknown,3.2902576,101.6936721,parking,transport,Gombak,Selangor
Restoran Okay,3.100066799999999,101.6407789,restaurant,food_drink,Petaling,Selangor
Robin Hood,3.1005479,101.6398846,restaurant,food_drink,Petaling,Selangor
Pan Cafe,3.099873,101.6399489,cafe,food_drink,Petaling,Selangor
Restoran Abirami,3.0999189,101.6395974,restaurant,food_drink,Petaling,Selangor
Sri Devi Shakti,3.1170810000000007,101.6781799,place_of_worship,community,WP Kuala Lumpur,W.P. Kuala Lumpur
KFC,3.1974187999999995,101.74378079999998,fast_food,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Pizza Hut,3.1973965,101.7439911,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Jaya Grocer,3.1106516,101.6371547,supermarket,shopping,Petaling,Selangor
Caring Pharmacy,3.1095871,101.63636669999998,pharmacy,healthcare,Petaling,Selangor
Pos Malaysia,3.1102245,101.6363669,post_office,other,Petaling,Selangor
Sri Paandi,3.1110093999999995,101.6490383,restaurant,food_drink,Petaling,Selangor
Pusat Dialisis Renal Associates,3.0986463,101.65146099999998,doctors,other,Petaling,Selangor
Pristine Dental Centre,3.0984034,101.652634,dentist,healthcare,Petaling,Selangor
Dunstan Eye Surgery,3.0861715999999992,101.646799,clinic,healthcare,Petaling,Selangor
Pos Laju Jalan Tun Sambanthan,3.1318822,101.6863851,post_office,other,WP Kuala Lumpur,W.P. Kuala Lumpur
CIMB Bank,3.0946095,101.67483529999998,bank,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Olympia College,3.088503099999999,101.63944789999998,college,education,Petaling,Selangor
Soon Lee,3.0855896,101.6467349,restaurant,food_drink,Petaling,Selangor
UMMC Parking Lot,3.1116118,101.6522812,parking,transport,WP Kuala Lumpur,W.P. Kuala Lumpur
Masjid Pekan Sungai Pelek,2.6410338,101.7154344,place_of_worship,community,Sepang,Selangor
Public Bank,2.6413904,101.71570629999998,bank,other,Sepang,Selangor
Maybank,3.0968637999999995,101.67626749999998,bank,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Wukong,3.088742,101.6743697,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Starbucks,3.0847804,101.6730752,cafe,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Nando's,3.0846720000000003,101.67295489999998,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Grand City,3.1112335,101.6494295,restaurant,food_drink,Petaling,Selangor
Bank Simpanan Nasional,2.6441498999999995,101.7192102,bank,other,Sepang,Selangor
KFC,2.6413654,101.71486079999998,fast_food,food_drink,Sepang,Selangor
7-Eleven,2.6427498000000003,101.717284,convenience,shopping,Sepang,Selangor
99 Speedmart,2.6419184,101.71628699999998,supermarket,shopping,Sepang,Selangor
Pejabat Pos Sungai Pelek,2.6436832,101.7186125,post_office,other,Sepang,Selangor
RHB Bank,2.6417845000000004,101.7161075,bank,other,Sepang,Selangor
Unknown,3.2195194,101.628853,parking,transport,Gombak,Selangor
Unknown,3.219525,101.6286706,restaurant,food_drink,Gombak,Selangor
Willy Satay,2.9805448,101.7574714,restaurant,food_drink,Hulu Langat,Selangor
7-Eleven,2.9911481,101.79411009999998,convenience,shopping,Hulu Langat,Selangor
Mydin,2.9911021999999994,101.7938408,supermarket,shopping,Hulu Langat,Selangor
Hotel Uptown,2.9911223,101.79439039999998,hotel,entertainment,Hulu Langat,Selangor
Pusat Dialisis As-Sofi,3.1001702999999994,101.6398443,doctors,other,Petaling,Selangor
99 Speedmart,3.068624999999999,101.7053762,supermarket,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Ibrahim Maju,3.0687294,101.70550749999998,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Heap Wah (Hardware Store),3.0821999,101.6577199,hardware,other,Petaling,Selangor
Ipoh Chicken Rice,3.0719847,101.6822101,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Restoran Choy Kei,3.0764816,101.67902359999998,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
7-Eleven,3.0717302,101.6823066,convenience,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Blue Boy Vegetarian Restaurant,3.1448602,101.7061467,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
AA Pharmacy,3.1448806,101.70869419999998,pharmacy,healthcare,WP Kuala Lumpur,W.P. Kuala Lumpur
KMI Kelana Jaya Medical Centre,3.1084355,101.5953209,hospital,healthcare,Petaling,Selangor
Unknown,3.108561499999999,101.5953209,convenience,shopping,Petaling,Selangor
Restoran D'Maju Selera,3.1087015,101.5953211,restaurant,food_drink,Petaling,Selangor
7-Eleven,3.1090168,101.5953288,convenience,shopping,Petaling,Selangor
My Home Hotel,3.1131529,101.6000069,hotel,entertainment,Petaling,Selangor
B,3.1132076,101.6049325,subway_entrance,other,Petaling,Selangor
Chayo Vegetarian Restaurant,3.1042866999999994,101.5985987,restaurant,food_drink,Petaling,Selangor
MAJUHOME Concept,3.112216699999999,101.5785177,furniture,other,Petaling,Selangor
Voilà Meat Free Restaurant,3.1419174999999995,101.6971822,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Restoran SK Maju,3.1113322,101.6121271,restaurant,food_drink,Petaling,Selangor
Bestview Hotel,3.1046205,101.5999436,hotel,entertainment,Petaling,Selangor
Le Méridien Kuala Lumpur,3.135628,101.6864422,hotel,entertainment,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1089701999999995,101.595329,restaurant,food_drink,Petaling,Selangor
Unknown,3.1107505,101.5907505,restaurant,food_drink,Petaling,Selangor
7-Eleven,3.1107848,101.58316209999998,convenience,shopping,Petaling,Selangor
Ria Cafe,3.1110044,101.583326,restaurant,food_drink,Petaling,Selangor
Kapitan,3.1115058,101.5839617,restaurant,food_drink,Petaling,Selangor
Unknown,3.1116635,101.58358049999998,restaurant,food_drink,Petaling,Selangor
Unknown,3.1049701,101.6354376,restaurant,food_drink,Petaling,Selangor
Unknown,3.1049963,101.63474519999998,restaurant,food_drink,Petaling,Selangor
Piccadilly,3.1053111,101.6348672,restaurant,food_drink,Petaling,Selangor
Unique Seafood,3.1142657,101.6422642,restaurant,food_drink,Petaling,Selangor
OldTown White Coffee,3.074716,101.6106021,cafe,food_drink,Petaling,Selangor
San Yuaan Vegetarian,3.0748396,101.6112909,restaurant,food_drink,Petaling,Selangor
Unknown,3.0783103999999994,101.6085152,restaurant,food_drink,Petaling,Selangor
Sweet Garden Vegetarian,3.1022365,101.5996719,restaurant,food_drink,Petaling,Selangor
Lucky 9 Bar & Bistro,3.1043172,101.5930597,pub,food_drink,Petaling,Selangor
Goodhope Hotel,3.1058943999999995,101.5981373,hotel,entertainment,Petaling,Selangor
Siu Siu Sungai Besi,3.120666999999999,101.7074333,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Bank Islam,3.0743968,101.7192485,atm,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Agrobank,3.1011763,101.7125544,bank,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Bank Simpanan Nasional,3.101288699999999,101.7126083,bank,other,WP Kuala Lumpur,W.P. Kuala Lumpur
AmBank,3.101434399999999,101.71265289999998,bank,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Domino's,3.1023319,101.71314239999998,fast_food,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Kayu Nasi Kandar,3.0988899999999995,101.7121728,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Hanizah Nasi Kandar,3.1126911999999995,101.71609689999998,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
7-Eleven,3.0964094,101.6773143,convenience,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Rvas Store,3.1122956,101.71560329999998,convenience,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
7-Eleven,3.1127019,101.71530289999998,convenience,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Azzahra,3.112219799999999,101.7152439,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Kedai kek Cheras,3.1126965,101.7154746,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
99 Speedmart,3.1122933,101.71570239999998,supermarket,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1116225000000006,101.7186798,place_of_worship,community,WP Kuala Lumpur,W.P. Kuala Lumpur
Yati Jaya,3.1122653,101.7164214,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Oakwood,3.1609525,101.7289049,hotel,entertainment,WP Kuala Lumpur,W.P. Kuala Lumpur
White Horse Tavern,3.1612511,101.72857659999998,pub,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Wadi Hadramawt,3.1611641,101.7297606,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Victoria Station,3.1602517,101.729044,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Persia,3.1608695,101.72833099999998,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Domino's,3.1610114,101.7284248,fast_food,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Dirty Nelly's,3.1279321,101.6161857,pub,food_drink,Petaling,Selangor
Hong Leong Bank,3.1070341,101.6249247,bank,other,Petaling,Selangor
Public Bank,3.1087053,101.6233717,bank,other,Petaling,Selangor
Affin Bank,3.1086946,101.6240101,bank,other,Petaling,Selangor
"Pejabat Pos Seksyen 20, PJ",3.107483999999999,101.6243051,post_office,other,Petaling,Selangor
PJ Live Arts,3.1178506,101.63517659999998,theatre,entertainment,Petaling,Selangor
Dragon Head,3.1055301,101.59270270000002,pub,food_drink,Petaling,Selangor
Secret of Louisiana,3.094375199999999,101.5982078,restaurant,food_drink,Petaling,Selangor
Sangam,3.0948277,101.5983393,bar,food_drink,Petaling,Selangor
Unknown,3.0991289,101.5958971,restaurant,food_drink,Petaling,Selangor
Al-Shira's Bistro,3.0956727,101.59846079999998,restaurant,food_drink,Petaling,Selangor
KFC,3.1090697,101.6228167,fast_food,food_drink,Petaling,Selangor
Yoke Wong Tai Tay Temple (Divine Jade Emperor Temple),3.1100968,101.6213893,place_of_worship,community,Petaling,Selangor
Paramount Gospel Hall,3.1074062,101.6238819,place_of_worship,community,Petaling,Selangor
AmBank,3.1176878,101.6211884,bank,other,Petaling,Selangor
Surau Al-Umm,2.9754954,101.7621836,place_of_worship,community,Hulu Langat,Selangor
Surau Raudhah Al-Hasanah,2.9737087,101.760585,place_of_worship,community,Hulu Langat,Selangor
Masjid Al-Falah,2.9688091,101.75743799999998,place_of_worship,community,Hulu Langat,Selangor
SRA Sungai Ramal Dalam,2.9699867,101.7578938,school,education,Hulu Langat,Selangor
Nims Little Island,2.9754466,101.7608864,restaurant,food_drink,Hulu Langat,Selangor
Hock Seng Two,3.1276697,101.6281988,restaurant,food_drink,Petaling,Selangor
Surau Ar-Rahim,2.9669102,101.7662814,place_of_worship,community,Hulu Langat,Selangor
Surau Al-Mujahidin,2.9703380000000004,101.7675694,place_of_worship,community,Hulu Langat,Selangor
Bank Muamalat,2.9685546,101.7737769,atm,other,Hulu Langat,Selangor
Jabatan Pengangkutan Jalan (JPJ) Hulu Langat,2.9682093,101.7748862,government,work,Hulu Langat,Selangor
GSC 1 Utama,3.1509653,101.6150803,cinema,entertainment,Petaling,Selangor
